Event ID,Event Date,Event Time,Event Millis,Order ID,Execution Options,Event Type,Symbol,Order Type,Side,Limit Price (USD),Original Quantity (BTC),Gross Notional Value (USD),Fill Price (USD),Fill Quantity (BTC),Total Exec Quantity (BTC),Remaining Quantity (BTC),Avg Price (USD)
374819813,2017-02-10,08:36:09,381,374818981,maker-or-cancel,Fill,BTCUSD,limit,sell,971.76,1.56495,,971.76,1.56495,1.56495,0,971.76
374819813,2017-02-10,08:36:09,381,374819811,,Fill,BTCUSD,limit,buy,971.76,4.65444142,,971.76,1.56495,1.56495,3.08949142,971.76
374819815,2017-02-10,08:36:09,381,374818987,maker-or-cancel,Fill,BTCUSD,limit,sell,971.76,0.12704,,971.76,0.12704,0.12704,0,971.76
374819815,2017-02-10,08:36:09,381,374819811,,Fill,BTCUSD,limit,buy,971.76,4.65444142,,971.76,0.12704,1.69199,2.96245142,971.76
374819817,2017-02-10,08:36:09,381,374819188,maker-or-cancel,Fill,BTCUSD,limit,sell,971.76,16.05,,971.76,2.96245142,2.96245142,13.08754858,971.76
374819817,2017-02-10,08:36:09,381,374819811,,Fill,BTCUSD,limit,buy,971.76,4.65444142,,971.76,2.96245142,4.65444142,0,971.76
374820800,2017-02-10,08:37:22,536,374819188,maker-or-cancel,Fill,BTCUSD,limit,sell,971.76,16.05,,971.76,6,8.96245142,7.08754858,971.76
374820800,2017-02-10,08:37:22,536,374820798,,Fill,BTCUSD,limit,buy,971.76,6,,971.76,6,6,0,971.76
374820985,2017-02-10,08:37:49,921,374819188,maker-or-cancel,Fill,BTCUSD,limit,sell,971.76,16.05,,971.76,7.08754858,16.05,0,971.76
374820985,2017-02-10,08:37:49,921,374820983,immediate-or-cancel,Fill,BTCUSD,limit,buy,972.00,8.54218106,,971.76,7.08754858,7.08754858,1.45463248,971.76
374820987,2017-02-10,08:37:49,921,374819838,maker-or-cancel,Fill,BTCUSD,limit,sell,971.76,0.12582,,971.76,0.12582,0.12582,0,971.76
374820987,2017-02-10,08:37:49,921,374820983,immediate-or-cancel,Fill,BTCUSD,limit,buy,972.00,8.54218106,,971.76,0.12582,7.21336858,1.32881248,971.76
374820989,2017-02-10,08:37:49,921,374819850,maker-or-cancel,Fill,BTCUSD,limit,sell,971.76,1.55739,,971.76,1.32881248,1.32881248,0.22857752,971.76
374820989,2017-02-10,08:37:49,921,374820983,immediate-or-cancel,Fill,BTCUSD,limit,buy,972.00,8.54218106,,971.76,1.32881248,8.54218106,0,971.76
374821832,2017-02-10,08:39:15,641,374819850,maker-or-cancel,Fill,BTCUSD,limit,sell,971.76,1.55739,,971.76,0.20478307,1.53359555,0.02379445,971.76
374821832,2017-02-10,08:39:15,641,374821830,,Fill,BTCUSD,limit,buy,971.76,0.20478307,,971.76,0.20478307,0.20478307,0,971.76
374822161,2017-02-10,08:39:46,385,374819850,maker-or-cancel,Fill,BTCUSD,limit,sell,971.76,1.55739,,971.76,0.02379445,1.55739,0,971.76
374822161,2017-02-10,08:39:46,385,374822159,,Fill,BTCUSD,limit,buy,971.76,4,,971.76,0.02379445,0.02379445,3.97620555,971.76
374822163,2017-02-10,08:39:46,385,374821019,maker-or-cancel,Fill,BTCUSD,limit,sell,971.76,0.12542,,971.76,0.12542,0.12542,0,971.76
374822163,2017-02-10,08:39:46,385,374822159,,Fill,BTCUSD,limit,buy,971.76,4,,971.76,0.12542,0.14921445,3.85078555,971.76
374822165,2017-02-10,08:39:46,385,374821097,maker-or-cancel,Fill,BTCUSD,limit,sell,971.76,16.87,,971.76,3.85078555,3.85078555,13.01921445,971.76
374822165,2017-02-10,08:39:46,385,374822159,,Fill,BTCUSD,limit,buy,971.76,4,,971.76,3.85078555,4,0,971.76
374822497,2017-02-10,08:40:49,349,374819164,maker-or-cancel,Fill,BTCUSD,limit,buy,971.75,7.5,,971.75,7.5,7.5,0,971.75
374822497,2017-02-10,08:40:49,349,374822495,,Fill,BTCUSD,limit,sell,971.75,22,,971.75,7.5,7.5,14.5,971.75
374822499,2017-02-10,08:40:49,349,374821085,maker-or-cancel,Fill,BTCUSD,limit,buy,971.75,15.4539,,971.75,14.5,14.5,0.9539,971.75
374822499,2017-02-10,08:40:49,349,374822495,,Fill,BTCUSD,limit,sell,971.75,22,,971.75,14.5,22,0,971.75
374822937,2017-02-10,08:41:11,587,374822565,maker-or-cancel,Fill,BTCUSD,limit,buy,971.75,7.5,,971.75,7.5,7.5,0,971.75
374822937,2017-02-10,08:41:11,587,374822935,,Fill,BTCUSD,limit,sell,969.00,80,,971.75,7.5,7.5,72.5,971.75
374822939,2017-02-10,08:41:11,587,374822822,maker-or-cancel,Fill,BTCUSD,limit,buy,971.75,15.3064,,971.75,15.3064,15.3064,0,971.75
374822939,2017-02-10,08:41:11,587,374822935,,Fill,BTCUSD,limit,sell,969.00,80,,971.75,15.3064,22.8064,57.1936,971.75
374822941,2017-02-10,08:41:11,587,374811913,,Fill,BTCUSD,limit,buy,971.15,0.00905232,,971.15,0.00905232,0.00905232,0,971.15
374822941,2017-02-10,08:41:11,587,374822935,,Fill,BTCUSD,limit,sell,969.00,80,,971.15,0.00905232,22.81545232,57.18454768,971.749761942392207633427273643462
374822943,2017-02-10,08:41:11,587,374811925,,Fill,BTCUSD,limit,buy,971.15,0.04476991,,971.15,0.04476991,0.04476991,0,971.15
374822943,2017-02-10,08:41:11,587,374822935,,Fill,BTCUSD,limit,sell,969.00,80,,971.15,0.04476991,22.86022223,57.13977777,971.7485873567774148449299654949155
374822945,2017-02-10,08:41:11,587,374813828,,Fill,BTCUSD,limit,buy,971.15,0.0089543,,971.15,0.0089543,0.0089543,0,971.15
374822945,2017-02-10,08:41:11,587,374822935,,Fill,BTCUSD,limit,sell,969.00,80,,971.15,0.0089543,22.86917653,57.13082347,971.7483529831976857804245564586579
374822947,2017-02-10,08:41:11,587,374822523,maker-or-cancel,Fill,BTCUSD,limit,buy,971.15,7.5,,971.15,7.5,7.5,0,971.15
374822947,2017-02-10,08:41:11,587,374822935,,Fill,BTCUSD,limit,sell,969.00,80,,971.15,7.5,30.36917653,49.63082347,971.6005831755590246160685081967219
374822949,2017-02-10,08:41:11,587,374822541,maker-or-cancel,Fill,BTCUSD,limit,buy,970.32,7.5,,970.32,7.5,7.5,0,970.32
374822949,2017-02-10,08:41:11,587,374822935,,Fill,BTCUSD,limit,sell,969.00,80,,970.32,7.5,37.86917653,42.13082347,971.3469633534040831175158378866391
374822951,2017-02-10,08:41:11,587,374805269,,Fill,BTCUSD,limit,buy,970.29,0.01344289,,970.29,0.01344289,0.01344289,0,970.29
374822951,2017-02-10,08:41:11,587,374822935,,Fill,BTCUSD,limit,sell,969.00,80,,970.29,0.01344289,37.88261942,42.11738058,971.3465882831921658072080592150351
374822953,2017-02-10,08:41:11,587,374822828,maker-or-cancel,Fill,BTCUSD,limit,buy,969.15,41.3006,,969.15,41.3006,41.3006,0,969.15
374822953,2017-02-10,08:41:11,587,374822935,,Fill,BTCUSD,limit,sell,969.00,80,,969.15,41.3006,79.18321942,0.81678058,970.2008857629699037564087969486098
374822955,2017-02-10,08:41:11,587,374822556,maker-or-cancel,Fill,BTCUSD,limit,buy,969.14,7.5,,969.14,0.81678058,0.81678058,6.68321942,969.14
374822955,2017-02-10,08:41:11,587,374822935,,Fill,BTCUSD,limit,sell,969.00,80,,969.14,0.81678058,80,0,970.19005437686
374823445,2017-02-10,08:41:44,805,374823108,maker-or-cancel,Fill,BTCUSD,limit,sell,971.75,0.28055,,971.75,0.20581213,0.20581213,0.07473787,971.75
374823445,2017-02-10,08:41:44,805,374823443,,Fill,BTCUSD,limit,buy,971.76,0.20581213,,971.75,0.20581213,0.20581213,0,971.75
374824828,2017-02-10,08:44:03,450,374824766,maker-or-cancel,Fill,BTCUSD,limit,sell,971.74,15.4109,,971.74,1.14638538,1.14638538,14.26451462,971.74
374824828,2017-02-10,08:44:03,450,374824826,,Fill,BTCUSD,limit,buy,971.75,1.14638538,,971.74,1.14638538,1.14638538,0,971.74
374825646,2017-02-10,08:45:01,41,374825596,maker-or-cancel,Fill,BTCUSD,limit,sell,971.74,15.2958,,971.74,0.02,0.02,15.2758,971.74
374825646,2017-02-10,08:45:01,41,374825644,,Fill,BTCUSD,limit,buy,1500.00,0.02,,971.74,0.02,0.02,0,971.74
374826722,2017-02-10,08:46:19,153,374826384,maker-or-cancel,Fill,BTCUSD,limit,sell,970.35,15.3246,,970.35,0.5,0.5,14.8246,970.35
374826722,2017-02-10,08:46:19,153,374826720,,Fill,BTCUSD,limit,buy,971.74,0.5,,970.35,0.5,0.5,0,970.35
374827963,2017-02-10,08:47:03,116,374824133,,Fill,BTCUSD,limit,buy,969.25,4,,969.25,4,4,0,969.25
374827963,2017-02-10,08:47:03,116,374827961,,Fill,BTCUSD,limit,sell,969.25,16.02,,969.25,4,4,12.02,969.25
374829511,2017-02-10,08:51:05,358,374828893,,Fill,BTCUSD,limit,buy,969.20,2,,969.20,1,1,1,969.20
374829511,2017-02-10,08:51:05,358,374829509,,Fill,BTCUSD,market,sell,,1,,969.20,1,1,0,969.20
374829570,2017-02-10,08:51:14,263,374829345,maker-or-cancel,Fill,BTCUSD,limit,sell,969.25,15.494,,969.25,2,2,13.494,969.25
374829570,2017-02-10,08:51:14,263,374829568,,Fill,BTCUSD,limit,buy,969.25,2,,969.25,2,2,0,969.25
374830417,2017-02-10,08:51:48,602,374795400,,Fill,BTCUSD,limit,buy,969.02,0.00628156,,969.02,0.00628156,0.00628156,0,969.02
374830417,2017-02-10,08:51:48,602,374830415,,Fill,BTCUSD,limit,sell,969.02,16.29,,969.02,0.00628156,0.00628156,16.28371844,969.02
374830688,2017-02-10,08:52:13,217,374794627,,Fill,BTCUSD,limit,buy,968.80,0.21160198,,968.80,0.21160198,0.21160198,0,968.80
374830688,2017-02-10,08:52:13,217,374830686,,Fill,BTCUSD,limit,sell,968.80,16.01,,968.80,0.21160198,0.21160198,15.79839802,968.80
374830690,2017-02-10,08:52:13,217,374829316,maker-or-cancel,Fill,BTCUSD,limit,buy,968.80,15.3812,,968.80,15.3812,15.3812,0,968.80
374830690,2017-02-10,08:52:13,217,374830686,,Fill,BTCUSD,limit,sell,968.80,16.01,,968.80,15.3812,15.59280198,0.41719802,968.80
374831598,2017-02-10,08:54:06,678,374831575,maker-or-cancel,Fill,BTCUSD,limit,sell,968.78,15.3763,,968.78,0.05,0.05,15.3263,968.78
374831598,2017-02-10,08:54:06,678,374831596,immediate-or-cancel,Fill,BTCUSD,limit,buy,968.80,0.05,,968.78,0.05,0.05,0,968.78
374834971,2017-02-10,09:00:02,289,374834921,maker-or-cancel,Fill,BTCUSD,limit,sell,968.71,15.3749,,968.71,0.02,0.02,15.3549,968.71
374834971,2017-02-10,09:00:02,289,374834969,,Fill,BTCUSD,limit,buy,1500.00,0.02,,968.71,0.02,0.02,0,968.71
374839603,2017-02-10,09:05:14,249,374838932,maker-or-cancel,Fill,BTCUSD,limit,sell,966.35,15.5294,,966.35,0.13995691,0.13995691,15.38944309,966.35
374839603,2017-02-10,09:05:14,249,374839601,,Fill,BTCUSD,limit,buy,976.01,0.13995691,,966.35,0.13995691,0.13995691,0,966.35
374840436,2017-02-10,09:05:55,484,374840377,maker-or-cancel,Fill,BTCUSD,limit,sell,966.34,15.5559,,966.34,0.5161259155,0.5161259155,15.0397740845,966.34
374840436,2017-02-10,09:05:55,484,374840434,,Fill,BTCUSD,market,buy,,,,966.34,0.5161259155,0.5161259155,0,966.34
374840666,2017-02-10,09:06:16,292,374840535,maker-or-cancel,Fill,BTCUSD,limit,sell,966.35,15.5701,,966.35,6.08389004,6.08389004,9.48620996,966.35
374840666,2017-02-10,09:06:16,292,374840664,,Fill,BTCUSD,limit,buy,966.98,6.08389004,,966.35,6.08389004,6.08389004,0,966.35
374840916,2017-02-10,09:06:46,532,374838620,maker-or-cancel,Fill,BTCUSD,limit,sell,966.36,7.5,,966.36,0.00419098,0.00419098,7.49580902,966.36
374840916,2017-02-10,09:06:46,532,374840914,,Fill,BTCUSD,limit,buy,966.36,0.00419098,,966.36,0.00419098,0.00419098,0,966.36
374841882,2017-02-10,09:08:35,936,374832165,maker-or-cancel,Fill,BTCUSD,limit,buy,965.86,15.3944,,965.86,15.3944,15.3944,0,965.86
374841882,2017-02-10,09:08:35,936,374841880,,Fill,BTCUSD,limit,sell,965.86,16.74,,965.86,15.3944,15.3944,1.3456,965.86
374841884,2017-02-10,09:08:35,936,374832201,,Fill,BTCUSD,limit,buy,965.86,0.02459611,,965.86,0.02459611,0.02459611,0,965.86
374841884,2017-02-10,09:08:35,936,374841880,,Fill,BTCUSD,limit,sell,965.86,16.74,,965.86,0.02459611,15.41899611,1.32100389,965.86
374841886,2017-02-10,09:08:35,936,374834459,,Fill,BTCUSD,limit,buy,965.86,1.09117263,,965.86,1.09117263,1.09117263,0,965.86
374841886,2017-02-10,09:08:35,936,374841880,,Fill,BTCUSD,limit,sell,965.86,16.74,,965.86,1.09117263,16.51016874,0.22983126,965.86
374841888,2017-02-10,09:08:35,936,374838983,,Fill,BTCUSD,limit,buy,965.86,0.00360121,,965.86,0.00360121,0.00360121,0,965.86
374841888,2017-02-10,09:08:35,936,374841880,,Fill,BTCUSD,limit,sell,965.86,16.74,,965.86,0.00360121,16.51376995,0.22623005,965.86
374841890,2017-02-10,09:08:35,936,374838995,,Fill,BTCUSD,limit,buy,965.86,0.01350486,,965.86,0.01350486,0.01350486,0,965.86
374841890,2017-02-10,09:08:35,936,374841880,,Fill,BTCUSD,limit,sell,965.86,16.74,,965.86,0.01350486,16.52727481,0.21272519,965.86
374842765,2017-02-10,09:09:18,560,374842703,maker-or-cancel,Fill,BTCUSD,limit,buy,963.54,15.5348,,963.54,5,5,10.5348,963.54
374842765,2017-02-10,09:09:18,560,374842763,,Fill,BTCUSD,limit,sell,963.49,5,,963.54,5,5,0,963.54
374844594,2017-02-10,09:11:57,74,374844469,maker-or-cancel,Fill,BTCUSD,limit,sell,965.68,16.17,,965.68,5.1699437009,5.1699437009,11.0000562991,965.68
374844594,2017-02-10,09:11:57,74,374844592,,Fill,BTCUSD,market,buy,,,,965.68,5.1699437009,5.1699437009,0,965.68
374845106,2017-02-10,09:12:14,296,374842316,maker-or-cancel,Fill,BTCUSD,limit,sell,965.69,1.58664,,965.69,0.00654306,0.00654306,1.58009694,965.69
374845106,2017-02-10,09:12:14,296,374845104,,Fill,BTCUSD,limit,buy,975.35,0.00654306,,965.69,0.00654306,0.00654306,0,965.69
374845691,2017-02-10,09:13:31,222,374842316,maker-or-cancel,Fill,BTCUSD,limit,sell,965.69,1.58664,,965.69,0.01026953,0.01681259,1.56982741,965.69
374845691,2017-02-10,09:13:31,222,374845689,,Fill,BTCUSD,limit,buy,975.35,0.01026953,,965.69,0.01026953,0.01026953,0,965.69
374845882,2017-02-10,09:13:55,327,374845841,maker-or-cancel,Fill,BTCUSD,limit,sell,965.69,0.12258,,965.69,0.07662914,0.07662914,0.04595086,965.69
374845882,2017-02-10,09:13:55,327,374845880,,Fill,BTCUSD,limit,buy,965.69,0.07662914,,965.69,0.07662914,0.07662914,0,965.69
374845914,2017-02-10,09:14:01,271,374845841,maker-or-cancel,Fill,BTCUSD,limit,sell,965.69,0.12258,,965.69,0.00933737,0.08596651,0.03661349,965.69
374845914,2017-02-10,09:14:01,271,374845912,,Fill,BTCUSD,limit,buy,975.35,0.00933737,,965.69,0.00933737,0.00933737,0,965.69
374846027,2017-02-10,09:14:33,730,374845841,maker-or-cancel,Fill,BTCUSD,limit,sell,965.69,0.12258,,965.69,0.03661349,0.12258,0,965.69
374846027,2017-02-10,09:14:33,730,374846025,,Fill,BTCUSD,limit,buy,975.79,0.07562855,,965.69,0.03661349,0.03661349,0.03901506,965.69
374846029,2017-02-10,09:14:33,730,374844957,maker-or-cancel,Fill,BTCUSD,limit,sell,966.13,16.37,,966.13,0.03901506,0.03901506,16.33098494,966.13
374846029,2017-02-10,09:14:33,730,374846025,,Fill,BTCUSD,limit,buy,975.79,0.07562855,,966.13,0.03901506,0.07562855,0,965.9169860575139943843958399308198
374846171,2017-02-10,09:15:01,134,374844957,maker-or-cancel,Fill,BTCUSD,limit,sell,966.13,16.37,,966.13,0.02,0.05901506,16.31098494,966.13
374846171,2017-02-10,09:15:01,134,374846169,,Fill,BTCUSD,limit,buy,1500.00,0.02,,966.13,0.02,0.02,0,966.13
374846820,2017-02-10,09:16:10,167,374846041,maker-or-cancel,Fill,BTCUSD,limit,sell,966.13,0.12832,,966.13,0.12832,0.12832,0,966.13
374846820,2017-02-10,09:16:10,167,374846818,,Fill,BTCUSD,market,buy,,,,966.13,0.12832,0.12832,0,966.13
374846822,2017-02-10,09:16:10,167,374845802,maker-or-cancel,Fill,BTCUSD,limit,sell,966.16,1.55213,,966.16,1.55213,1.55213,0,966.16
374846822,2017-02-10,09:16:10,167,374846818,,Fill,BTCUSD,market,buy,,,,966.16,1.55213,1.68045,0,966.1577091850397215031687940730162
374846824,2017-02-10,09:16:10,167,374845844,maker-or-cancel,Fill,BTCUSD,limit,sell,966.47,0.2519,,966.47,0.2519,0.2519,0,966.47
374846824,2017-02-10,09:16:10,167,374846818,,Fill,BTCUSD,market,buy,,,,966.47,0.2519,1.93235,0,966.1984192304706704272000414003674
374846826,2017-02-10,09:16:10,167,374845808,maker-or-cancel,Fill,BTCUSD,limit,sell,966.93,3.21264,,966.93,3.21264,3.21264,0,966.93
374846826,2017-02-10,09:16:10,167,374846818,,Fill,BTCUSD,market,buy,,,,966.93,3.21264,5.14499,0,966.655233654487180733101522063211
374846828,2017-02-10,09:16:10,167,374845847,maker-or-cancel,Fill,BTCUSD,limit,sell,967.24,0.504,,967.24,0.504,0.504,0,967.24
374846828,2017-02-10,09:16:10,167,374846818,,Fill,BTCUSD,market,buy,,,,967.24,0.504,5.64899,0,966.7074062088975197336160977449066
374846830,2017-02-10,09:16:10,167,374846685,maker-or-cancel,Fill,BTCUSD,limit,sell,967.28,16.69,,967.28,0.4387212724,0.4387212724,16.2512787276,967.28
374846830,2017-02-10,09:16:10,167,374846818,,Fill,BTCUSD,market,buy,,,,967.28,0.4387212724,6.0877112724,0,966.7486711548452246534306251406313
374847854,2017-02-10,09:18:09,658,374846923,maker-or-cancel,Fill,BTCUSD,limit,sell,967.28,0.12893,,967.28,0.00025781,0.00025781,0.12867219,967.28
374847854,2017-02-10,09:18:09,658,374847852,immediate-or-cancel,Fill,BTCUSD,limit,buy,967.28,0.00025781,,967.28,0.00025781,0.00025781,0,967.28
374848209,2017-02-10,09:19:11,411,374846923,maker-or-cancel,Fill,BTCUSD,limit,sell,967.28,0.12893,,967.28,0.02798836,0.02824617,0.10068383,967.28
374848209,2017-02-10,09:19:11,411,374848207,,Fill,BTCUSD,limit,buy,976.95,0.02798836,,967.28,0.02798836,0.02798836,0,967.28
374848783,2017-02-10,09:21:30,268,374848649,maker-or-cancel,Fill,BTCUSD,limit,sell,967.28,1.54178,,967.28,0.33593292,0.33593292,1.20584708,967.28
374848783,2017-02-10,09:21:30,268,374848781,,Fill,BTCUSD,limit,buy,976.95,0.33593292,,967.28,0.33593292,0.33593292,0,967.28
374849608,2017-02-10,09:24:31,471,374848356,maker-or-cancel,Fill,BTCUSD,limit,sell,967.39,16.37,,967.39,16.37,16.37,0,967.39
374849608,2017-02-10,09:24:31,471,374849606,,Fill,BTCUSD,limit,buy,967.39,20,,967.39,16.37,16.37,3.63,967.39
374850575,2017-02-10,09:26:12,509,374850184,maker-or-cancel,Fill,BTCUSD,limit,sell,968.54,1.53673,,968.54,0.94580687,0.94580687,0.59092313,968.54
374850575,2017-02-10,09:26:12,509,374850573,,Fill,BTCUSD,limit,buy,968.54,0.94580687,,968.54,0.94580687,0.94580687,0,968.54
374851754,2017-02-10,09:28:17,188,374850184,maker-or-cancel,Fill,BTCUSD,limit,sell,968.54,1.53673,,968.54,0.17,1.11580687,0.42092313,968.54
374851754,2017-02-10,09:28:17,188,374851752,,Fill,BTCUSD,limit,buy,968.54,0.17,,968.54,0.17,0.17,0,968.54
374852919,2017-02-10,09:30:01,856,374852359,maker-or-cancel,Fill,BTCUSD,limit,sell,968.53,15.4897,,968.53,0.02,0.02,15.4697,968.53
374852919,2017-02-10,09:30:01,856,374852917,,Fill,BTCUSD,limit,buy,1500.00,0.02,,968.53,0.02,0.02,0,968.53
374854338,2017-02-10,09:30:58,23,374854157,maker-or-cancel,Fill,BTCUSD,limit,sell,967.41,7.5,,967.41,0.2,0.2,7.3,967.41
374854338,2017-02-10,09:30:58,23,374854336,,Fill,BTCUSD,limit,buy,968.54,0.2,,967.41,0.2,0.2,0,967.41
374854346,2017-02-10,09:30:59,98,374850427,,Fill,BTCUSD,limit,buy,967.40,0.01078602,,967.40,0.01078602,0.01078602,0,967.40
374854346,2017-02-10,09:30:59,98,374854344,,Fill,BTCUSD,limit,sell,967.40,16.19,,967.40,0.01078602,0.01078602,16.17921398,967.40
374854870,2017-02-10,09:31:28,931,374849606,,Fill,BTCUSD,limit,buy,967.39,20,,967.39,3.63,20,0,967.39
374854870,2017-02-10,09:31:28,931,374854868,,Fill,BTCUSD,limit,sell,967.39,16.41,,967.39,3.63,3.63,12.78,967.39
374856656,2017-02-10,09:33:41,442,374855495,maker-or-cancel,Fill,BTCUSD,limit,sell,967.08,7.5,,967.08,2.37208917,2.37208917,5.12791083,967.08
374856656,2017-02-10,09:33:41,442,374856654,,Fill,BTCUSD,limit,buy,967.08,2.37208917,,967.08,2.37208917,2.37208917,0,967.08
374856805,2017-02-10,09:33:45,511,374855495,maker-or-cancel,Fill,BTCUSD,limit,sell,967.08,7.5,,967.08,0.25851015,2.63059932,4.86940068,967.08
374856805,2017-02-10,09:33:45,511,374856803,,Fill,BTCUSD,limit,buy,967.08,0.25851015,,967.08,0.25851015,0.25851015,0,967.08
374857896,2017-02-10,09:35:59,435,374855495,maker-or-cancel,Fill,BTCUSD,limit,sell,967.08,7.5,,967.08,0.00889274,2.63949206,4.86050794,967.08
374857896,2017-02-10,09:35:59,435,374857894,,Fill,BTCUSD,limit,buy,967.08,0.00889274,,967.08,0.00889274,0.00889274,0,967.08
374858250,2017-02-10,09:36:51,918,374855495,maker-or-cancel,Fill,BTCUSD,limit,sell,967.08,7.5,,967.08,0.10314555,2.74263761,4.75736239,967.08
374858250,2017-02-10,09:36:51,918,374858248,,Fill,BTCUSD,limit,buy,967.08,0.10314555,,967.08,0.10314555,0.10314555,0,967.08
374859013,2017-02-10,09:37:22,929,374847517,,Fill,BTCUSD,limit,buy,967.07,0.13487235,,967.07,0.13487235,0.13487235,0,967.07
374859013,2017-02-10,09:37:22,929,374859011,,Fill,BTCUSD,limit,sell,967.07,16.65,,967.07,0.13487235,0.13487235,16.51512765,967.07
374859015,2017-02-10,09:37:22,929,374848290,,Fill,BTCUSD,limit,buy,967.07,0.01348806,,967.07,0.01348806,0.01348806,0,967.07
374859015,2017-02-10,09:37:22,929,374859011,,Fill,BTCUSD,limit,sell,967.07,16.65,,967.07,0.01348806,0.14836041,16.50163959,967.07
374859017,2017-02-10,09:37:22,929,374848308,,Fill,BTCUSD,limit,buy,967.07,0.01348806,,967.07,0.01348806,0.01348806,0,967.07
374859017,2017-02-10,09:37:22,929,374859011,,Fill,BTCUSD,limit,sell,967.07,16.65,,967.07,0.01348806,0.16184847,16.48815153,967.07
374859019,2017-02-10,09:37:22,929,374849178,,Fill,BTCUSD,limit,buy,967.07,0.01348765,,967.07,0.01348765,0.01348765,0,967.07
374859019,2017-02-10,09:37:22,929,374859011,,Fill,BTCUSD,limit,sell,967.07,16.65,,967.07,0.01348765,0.17533612,16.47466388,967.07
374859021,2017-02-10,09:37:22,929,374855236,,Fill,BTCUSD,limit,buy,967.07,0.01348786,,967.07,0.01348786,0.01348786,0,967.07
374859021,2017-02-10,09:37:22,929,374859011,,Fill,BTCUSD,limit,sell,967.07,16.65,,967.07,0.01348786,0.18882398,16.46117602,967.07
374859023,2017-02-10,09:37:22,929,374855248,,Fill,BTCUSD,limit,buy,967.07,0.00588975,,967.07,0.00588975,0.00588975,0,967.07
374859023,2017-02-10,09:37:22,929,374859011,,Fill,BTCUSD,limit,sell,967.07,16.65,,967.07,0.00588975,0.19471373,16.45528627,967.07
374864264,2017-02-10,09:43:11,85,374863123,maker-or-cancel,Fill,BTCUSD,limit,sell,967.04,1.54715,,967.04,0.5,0.5,1.04715,967.04
374864264,2017-02-10,09:43:11,85,374864262,,Fill,BTCUSD,limit,buy,967.04,0.5,,967.04,0.5,0.5,0,967.04
374865195,2017-02-10,09:45:01,429,374863123,maker-or-cancel,Fill,BTCUSD,limit,sell,967.04,1.54715,,967.04,0.02,0.52,1.02715,967.04
374865195,2017-02-10,09:45:01,429,374865193,,Fill,BTCUSD,limit,buy,1500.00,0.02,,967.04,0.02,0.02,0,967.04
374871126,2017-02-10,09:58:47,207,374863369,maker-or-cancel,Fill,BTCUSD,limit,sell,967.04,15.3585,,967.04,0.07755625,0.07755625,15.28094375,967.04
374871126,2017-02-10,09:58:47,207,374871124,,Fill,BTCUSD,limit,buy,967.04,0.07755625,,967.04,0.07755625,0.07755625,0,967.04
374871502,2017-02-10,09:59:39,692,374870294,maker-or-cancel,Fill,BTCUSD,limit,sell,967.04,0.12588,,967.04,0.12588,0.12588,0,967.04
374871502,2017-02-10,09:59:39,692,374871499,immediate-or-cancel,Fill,BTCUSD,limit,buy,967.04,1.03149818,,967.04,0.12588,0.12588,0.90561818,967.04
374871504,2017-02-10,09:59:39,692,374870295,maker-or-cancel,Fill,BTCUSD,limit,sell,967.04,1.59117,,967.04,0.90561818,0.90561818,0.68555182,967.04
374871504,2017-02-10,09:59:39,692,374871499,immediate-or-cancel,Fill,BTCUSD,limit,buy,967.04,1.03149818,,967.04,0.90561818,1.03149818,0,967.04
374871567,2017-02-10,09:59:50,108,374870295,maker-or-cancel,Fill,BTCUSD,limit,sell,967.04,1.59117,,967.04,0.68555182,1.59117,0,967.04
374871567,2017-02-10,09:59:50,108,374871565,,Fill,BTCUSD,limit,buy,967.04,0.82726671,,967.04,0.68555182,0.68555182,0.14171489,967.04
374871569,2017-02-10,09:59:50,108,374871370,maker-or-cancel,Fill,BTCUSD,limit,sell,967.04,16.79,,967.04,0.14171489,0.14171489,16.64828511,967.04
374871569,2017-02-10,09:59:50,108,374871565,,Fill,BTCUSD,limit,buy,967.04,0.82726671,,967.04,0.14171489,0.82726671,0,967.04
374871595,2017-02-10,10:00:01,776,374871370,maker-or-cancel,Fill,BTCUSD,limit,sell,967.04,16.79,,967.04,0.02,0.16171489,16.62828511,967.04
374871595,2017-02-10,10:00:01,776,374871593,,Fill,BTCUSD,limit,buy,1500.00,0.02,,967.04,0.02,0.02,0,967.04
374872479,2017-02-10,10:00:57,570,374871512,maker-or-cancel,Fill,BTCUSD,limit,sell,967.04,0.12822,,967.04,0.08422927,0.08422927,0.04399073,967.04
374872479,2017-02-10,10:00:57,570,374872477,,Fill,BTCUSD,limit,buy,976.71,0.08422927,,967.04,0.08422927,0.08422927,0,967.04
374873386,2017-02-10,10:01:43,647,374871512,maker-or-cancel,Fill,BTCUSD,limit,sell,967.04,0.12822,,967.04,0.01871745,0.10294672,0.02527328,967.04
374873386,2017-02-10,10:01:43,647,374873384,,Fill,BTCUSD,limit,buy,976.71,0.01871745,,967.04,0.01871745,0.01871745,0,967.04
374874269,2017-02-10,10:02:59,914,374871512,maker-or-cancel,Fill,BTCUSD,limit,sell,967.04,0.12822,,967.04,0.02527328,0.12822,0,967.04
374874269,2017-02-10,10:02:59,914,374874267,,Fill,BTCUSD,limit,buy,977.07,0.03739465,,967.04,0.02527328,0.02527328,0.01212137,967.04
