Event ID,Event Date,Event Time,Event Millis,Order ID,Execution Options,Event Type,Symbol,Order Type,Side,Limit Price (USD),Original Quantity (BTC),Gross Notional Value (USD),Fill Price (USD),Fill Quantity (BTC),Total Exec Quantity (BTC),Remaining Quantity (BTC),Avg Price (USD)
374453669,2017-02-10,00:00:01,241,374453631,maker-or-cancel,Fill,BTCUSD,limit,sell,980.25,15.4157,,980.25,0.02,0.02,15.3957,980.25
374453669,2017-02-10,00:00:01,241,374453667,,Fill,BTCUSD,limit,buy,1500.00,0.02,,980.25,0.02,0.02,0,980.25
374458133,2017-02-10,00:12:02,436,374457749,maker-or-cancel,Fill,BTCUSD,limit,buy,982.97,15.2572,,982.97,2.1,2.1,13.1572,982.97
374458133,2017-02-10,00:12:02,436,374458131,,Fill,BTCUSD,market,sell,,2.1,,982.97,2.1,2.1,0,982.97
374459295,2017-02-10,00:14:59,947,374459154,maker-or-cancel,Fill,BTCUSD,limit,sell,984.58,15.2796,,984.58,0.02,0.02,15.2596,984.58
374459295,2017-02-10,00:14:59,947,374459293,,Fill,BTCUSD,limit,buy,1500.00,0.02,,984.58,0.02,0.02,0,984.58
374459429,2017-02-10,00:15:26,612,374459415,maker-or-cancel,Fill,BTCUSD,limit,sell,984.58,15.1834,,984.58,0.1279651,0.1279651,15.0554349,984.58
374459429,2017-02-10,00:15:26,612,374459427,,Fill,BTCUSD,limit,buy,994.43,0.1279651,,984.58,0.1279651,0.1279651,0,984.58
374460190,2017-02-10,00:18:10,11,374459498,maker-or-cancel,Fill,BTCUSD,limit,sell,984.58,15.3021,,984.58,0.00025328,0.00025328,15.30184672,984.58
374460190,2017-02-10,00:18:10,11,374460188,immediate-or-cancel,Fill,BTCUSD,limit,buy,984.58,0.00025328,,984.58,0.00025328,0.00025328,0,984.58
374460402,2017-02-10,00:18:55,369,374459498,maker-or-cancel,Fill,BTCUSD,limit,sell,984.58,15.3021,,984.58,8.14275122,8.1430045,7.1590955,984.58
374460402,2017-02-10,00:18:55,369,374460400,,Fill,BTCUSD,limit,buy,984.58,8.14275122,,984.58,8.14275122,8.14275122,0,984.58
374462375,2017-02-10,00:21:06,166,374462183,maker-or-cancel,Fill,BTCUSD,limit,sell,985.57,15.1819,,985.57,0.5684939,0.5684939,14.6134061,985.57
374462375,2017-02-10,00:21:06,166,374462373,,Fill,BTCUSD,limit,buy,995.43,0.5684939,,985.57,0.5684939,0.5684939,0,985.57
374462584,2017-02-10,00:21:37,499,374462429,maker-or-cancel,Fill,BTCUSD,limit,sell,985.57,15.1955,,985.57,3.0039454363,3.0039454363,12.1915545637,985.57
374462584,2017-02-10,00:21:37,499,374462582,,Fill,BTCUSD,market,buy,,,,985.57,3.0039454363,3.0039454363,0,985.57
374462910,2017-02-10,00:22:44,874,374461937,maker-or-cancel,Fill,BTCUSD,limit,buy,983.61,7.5,,983.61,7.5,7.5,0,983.61
374462910,2017-02-10,00:22:44,874,374462908,,Fill,BTCUSD,limit,sell,983.08,8.6,,983.61,7.5,7.5,1.1,983.61
374462912,2017-02-10,00:22:44,874,374462812,,Fill,BTCUSD,limit,buy,983.61,0.01326074,,983.61,0.01326074,0.01326074,0,983.61
374462912,2017-02-10,00:22:44,874,374462908,,Fill,BTCUSD,limit,sell,983.08,8.6,,983.61,0.01326074,7.51326074,1.08673926,983.61
374462914,2017-02-10,00:22:44,874,374462818,,Fill,BTCUSD,limit,buy,983.61,0.00353654,,983.61,0.00353654,0.00353654,0,983.61
374462914,2017-02-10,00:22:44,874,374462908,,Fill,BTCUSD,limit,sell,983.08,8.6,,983.61,0.00353654,7.51679728,1.08320272,983.61
374462916,2017-02-10,00:22:44,874,374461943,maker-or-cancel,Fill,BTCUSD,limit,buy,983.08,7.5,,983.08,1.08320272,1.08320272,6.41679728,983.08
374462916,2017-02-10,00:22:44,874,374462908,,Fill,BTCUSD,limit,sell,983.08,8.6,,983.08,1.08320272,8.6,0,983.5432444835348837209302325581395
374463113,2017-02-10,00:22:50,965,374463099,maker-or-cancel,Fill,BTCUSD,limit,sell,985.35,15.2071,,985.35,0.20292825,0.20292825,15.00417175,985.35
374463113,2017-02-10,00:22:50,965,374463111,,Fill,BTCUSD,limit,buy,985.57,0.20292825,,985.35,0.20292825,0.20292825,0,985.35
374463330,2017-02-10,00:23:34,451,374462949,maker-or-cancel,Fill,BTCUSD,limit,buy,983.06,7.5,,983.06,0.145368,0.145368,7.354632,983.06
374463330,2017-02-10,00:23:34,451,374463328,,Fill,BTCUSD,limit,sell,983.06,0.145368,,983.06,0.145368,0.145368,0,983.06
374463866,2017-02-10,00:24:28,208,374463789,maker-or-cancel,Fill,BTCUSD,limit,sell,984.79,7.5,,984.79,0.05074339,0.05074339,7.44925661,984.79
374463866,2017-02-10,00:24:28,208,374463864,,Fill,BTCUSD,limit,buy,985.35,0.05074339,,984.79,0.05074339,0.05074339,0,984.79
374464399,2017-02-10,00:26:00,314,374464001,maker-or-cancel,Fill,BTCUSD,limit,sell,984.78,15.3151,,984.78,0.01013424,0.01013424,15.30496576,984.78
374464399,2017-02-10,00:26:00,314,374464397,,Fill,BTCUSD,limit,buy,984.78,0.01013424,,984.78,0.01013424,0.01013424,0,984.78
374464988,2017-02-10,00:28:39,915,374458788,,Fill,BTCUSD,limit,buy,982.97,0.01652492,,982.97,0.01652492,0.01652492,0,982.97
374464988,2017-02-10,00:28:39,915,374464986,,Fill,BTCUSD,market,sell,,1,,982.97,0.01652492,0.01652492,0.98347508,982.97
374464990,2017-02-10,00:28:39,915,374458800,,Fill,BTCUSD,limit,buy,982.97,0.01326928,,982.97,0.01326928,0.01326928,0,982.97
374464990,2017-02-10,00:28:39,915,374464986,,Fill,BTCUSD,market,sell,,1,,982.97,0.01326928,0.0297942,0.9702058,982.97
374464992,2017-02-10,00:28:39,915,374459760,,Fill,BTCUSD,limit,buy,982.97,0.00265365,,982.97,0.00265365,0.00265365,0,982.97
374464992,2017-02-10,00:28:39,915,374464986,,Fill,BTCUSD,market,sell,,1,,982.97,0.00265365,0.03244785,0.96755215,982.97
374464994,2017-02-10,00:28:39,915,374464159,,Fill,BTCUSD,limit,buy,982.97,0.01326938,,982.97,0.01326938,0.01326938,0,982.97
374464994,2017-02-10,00:28:39,915,374464986,,Fill,BTCUSD,market,sell,,1,,982.97,0.01326938,0.04571723,0.95428277,982.97
374464996,2017-02-10,00:28:39,915,374464186,,Fill,BTCUSD,limit,buy,982.97,0.00269204,,982.97,0.00269204,0.00269204,0,982.97
374464996,2017-02-10,00:28:39,915,374464986,,Fill,BTCUSD,market,sell,,1,,982.97,0.00269204,0.04840927,0.95159073,982.97
374464998,2017-02-10,00:28:39,915,374464192,,Fill,BTCUSD,limit,buy,982.97,0.00452228,,982.97,0.00452228,0.00452228,0,982.97
374464998,2017-02-10,00:28:39,915,374464986,,Fill,BTCUSD,market,sell,,1,,982.97,0.00452228,0.05293155,0.94706845,982.97
374465000,2017-02-10,00:28:39,915,374464935,,Fill,BTCUSD,limit,buy,982.97,0.01341403,,982.97,0.01341403,0.01341403,0,982.97
374465000,2017-02-10,00:28:39,915,374464986,,Fill,BTCUSD,market,sell,,1,,982.97,0.01341403,0.06634558,0.93365442,982.97
374465002,2017-02-10,00:28:39,915,374464950,,Fill,BTCUSD,limit,buy,982.97,0.22356129,,982.97,0.22356129,0.22356129,0,982.97
374465002,2017-02-10,00:28:39,915,374464986,,Fill,BTCUSD,market,sell,,1,,982.97,0.22356129,0.28990687,0.71009313,982.97
374465004,2017-02-10,00:28:39,915,374464956,,Fill,BTCUSD,limit,buy,982.97,0.01341403,,982.97,0.01341403,0.01341403,0,982.97
374465004,2017-02-10,00:28:39,915,374464986,,Fill,BTCUSD,market,sell,,1,,982.97,0.01341403,0.3033209,0.6966791,982.97
374465006,2017-02-10,00:28:39,915,374456932,,Fill,BTCUSD,limit,buy,982.96,0.5117197,,982.96,0.5117197,0.5117197,0,982.96
374465006,2017-02-10,00:28:39,915,374464986,,Fill,BTCUSD,market,sell,,1,,982.96,0.5117197,0.8150406,0.1849594,982.96372154344213036749334941106
374465008,2017-02-10,00:28:39,915,374457007,,Fill,BTCUSD,limit,buy,982.96,0.10304285,,982.96,0.10304285,0.10304285,0,982.96
374465008,2017-02-10,00:28:39,915,374464986,,Fill,BTCUSD,market,sell,,1,,982.96,0.10304285,0.91808345,0.08191655,982.9633038489039313365250185045815
374465010,2017-02-10,00:28:39,915,374457019,,Fill,BTCUSD,limit,buy,982.96,0.01326941,,982.96,0.01326941,0.01326941,0,982.96
374465010,2017-02-10,00:28:39,915,374464986,,Fill,BTCUSD,market,sell,,1,,982.96,0.01326941,0.93135286,0.06864714,982.9632567774581161430051334142035
374465012,2017-02-10,00:28:39,915,374457022,,Fill,BTCUSD,limit,buy,982.96,0.00265392,,982.96,0.00265392,0.00265392,0,982.96
374465012,2017-02-10,00:28:39,915,374464986,,Fill,BTCUSD,market,sell,,1,,982.96,0.00265392,0.93400678,0.06599322,982.9632475235351075288768246414657
374465014,2017-02-10,00:28:39,915,374463510,,Fill,BTCUSD,limit,buy,982.56,5,,982.56,0.06599322,0.06599322,4.93400678,982.56
374465014,2017-02-10,00:28:39,915,374464986,,Fill,BTCUSD,market,sell,,1,,982.56,0.06599322,1,0,982.936635921
374465185,2017-02-10,00:29:34,469,374464001,maker-or-cancel,Fill,BTCUSD,limit,sell,984.78,15.3151,,984.78,0.00088344,0.01101768,15.30408232,984.78
374465185,2017-02-10,00:29:34,469,374465183,,Fill,BTCUSD,limit,buy,984.78,0.00088344,,984.78,0.00088344,0.00088344,0,984.78
374465206,2017-02-10,00:30:00,565,374464001,maker-or-cancel,Fill,BTCUSD,limit,sell,984.78,15.3151,,984.78,0.02,0.03101768,15.28408232,984.78
374465206,2017-02-10,00:30:00,565,374465204,,Fill,BTCUSD,limit,buy,1500.00,0.02,,984.78,0.02,0.02,0,984.78
374465297,2017-02-10,00:32:19,198,374464001,maker-or-cancel,Fill,BTCUSD,limit,sell,984.78,15.3151,,984.78,0.06395375,0.09497143,15.22012857,984.78
374465297,2017-02-10,00:32:19,198,374465295,,Fill,BTCUSD,limit,buy,994.63,0.06395375,,984.78,0.06395375,0.06395375,0,984.78
374467854,2017-02-10,00:36:51,915,374466742,maker-or-cancel,Fill,BTCUSD,limit,sell,982.49,10,,982.49,0.02288972,0.02288972,9.97711028,982.49
374467854,2017-02-10,00:36:51,915,374467852,,Fill,BTCUSD,limit,buy,992.31,0.02288972,,982.49,0.02288972,0.02288972,0,982.49
374468202,2017-02-10,00:37:19,432,374466742,maker-or-cancel,Fill,BTCUSD,limit,sell,982.49,10,,982.49,0.25445551,0.27734523,9.72265477,982.49
374468202,2017-02-10,00:37:19,432,374468200,,Fill,BTCUSD,limit,buy,982.49,0.25445551,,982.49,0.25445551,0.25445551,0,982.49
374468419,2017-02-10,00:37:37,594,374466742,maker-or-cancel,Fill,BTCUSD,limit,sell,982.49,10,,982.49,0.30458325,0.58192848,9.41807152,982.49
374468419,2017-02-10,00:37:37,594,374468417,,Fill,BTCUSD,limit,buy,982.49,0.30458325,,982.49,0.30458325,0.30458325,0,982.49
374468939,2017-02-10,00:38:33,84,374465254,,Fill,BTCUSD,limit,buy,982.48,0.01328047,,982.48,0.01328047,0.01328047,0,982.48
374468939,2017-02-10,00:38:33,84,374468937,,Fill,BTCUSD,limit,sell,982.48,3,,982.48,0.01328047,0.01328047,2.98671953,982.48
374468941,2017-02-10,00:38:33,84,374466928,,Fill,BTCUSD,limit,buy,982.48,0.0132761,,982.48,0.0132761,0.0132761,0,982.48
374468941,2017-02-10,00:38:33,84,374468937,,Fill,BTCUSD,limit,sell,982.48,3,,982.48,0.0132761,0.02655657,2.97344343,982.48
374468943,2017-02-10,00:38:33,84,374468366,,Fill,BTCUSD,limit,buy,982.48,0.00268168,,982.48,0.00268168,0.00268168,0,982.48
374468943,2017-02-10,00:38:33,84,374468937,,Fill,BTCUSD,limit,sell,982.48,3,,982.48,0.00268168,0.02923825,2.97076175,982.48
374468945,2017-02-10,00:38:33,84,374468372,,Fill,BTCUSD,limit,buy,982.48,0.01340655,,982.48,0.01340655,0.01340655,0,982.48
374468945,2017-02-10,00:38:33,84,374468937,,Fill,BTCUSD,limit,sell,982.48,3,,982.48,0.01340655,0.0426448,2.9573552,982.48
374469125,2017-02-10,00:38:56,504,374469111,maker-or-cancel,Fill,BTCUSD,limit,sell,982.48,26.5707,,982.48,1.5229412828,1.5229412828,25.0477587172,982.48
374469125,2017-02-10,00:38:56,504,374469123,,Fill,BTCUSD,market,buy,,,,982.48,1.5229412828,1.5229412828,0,982.48
374469193,2017-02-10,00:39:04,635,374456664,,Fill,BTCUSD,limit,buy,982.44,0.1,,982.44,0.1,0.1,0,982.44
374469193,2017-02-10,00:39:04,635,374469191,,Fill,BTCUSD,limit,sell,982.44,1,,982.44,0.1,0.1,0.9,982.44
374469473,2017-02-10,00:39:52,243,374453074,,Fill,BTCUSD,limit,buy,980.11,10,,980.11,1,1,9,980.11
374469473,2017-02-10,00:39:52,243,374469471,,Fill,BTCUSD,limit,sell,980.11,1,,980.11,1,1,0,980.11
374470359,2017-02-10,00:41:28,417,374469799,maker-or-cancel,Fill,BTCUSD,limit,sell,980.12,10,,980.12,0.02017758,0.02017758,9.97982242,980.12
374470359,2017-02-10,00:41:28,417,374470357,,Fill,BTCUSD,limit,buy,989.92,0.02017758,,980.12,0.02017758,0.02017758,0,980.12
374471572,2017-02-10,00:45:00,158,374469799,maker-or-cancel,Fill,BTCUSD,limit,sell,980.12,10,,980.12,0.02,0.04017758,9.95982242,980.12
374471572,2017-02-10,00:45:00,158,374471570,,Fill,BTCUSD,limit,buy,1500.00,0.02,,980.12,0.02,0.02,0,980.12
374472479,2017-02-10,00:46:01,241,374472391,maker-or-cancel,Fill,BTCUSD,limit,sell,980.97,16.7045,,980.97,0.5084285117,0.5084285117,16.1960714883,980.97
374472479,2017-02-10,00:46:01,241,374472477,,Fill,BTCUSD,market,buy,,,,980.97,0.5084285117,0.5084285117,0,980.97
374472871,2017-02-10,00:46:17,529,374472769,maker-or-cancel,Fill,BTCUSD,limit,sell,981.50,16.6671,,981.50,0.5125,0.5125,16.1546,981.50
374472871,2017-02-10,00:46:17,529,374472869,immediate-or-cancel,Fill,BTCUSD,limit,buy,981.50,0.5125,,981.50,0.5125,0.5125,0,981.50
374473326,2017-02-10,00:46:47,243,374473207,maker-or-cancel,Fill,BTCUSD,limit,sell,980.90,18.2808,,980.90,0.3904,0.3904,17.8904,980.90
374473326,2017-02-10,00:46:47,243,374473324,immediate-or-cancel,Fill,BTCUSD,limit,buy,980.90,0.3904,,980.90,0.3904,0.3904,0,980.90
374474057,2017-02-10,00:47:16,964,374473986,maker-or-cancel,Fill,BTCUSD,limit,sell,980.52,18.8404,,980.52,0.066,0.066,18.7744,980.52
374474057,2017-02-10,00:47:16,964,374474055,immediate-or-cancel,Fill,BTCUSD,limit,buy,980.52,0.066,,980.52,0.066,0.066,0,980.52
374474413,2017-02-10,00:48:59,252,374474105,maker-or-cancel,Fill,BTCUSD,limit,sell,980.52,18.6697,,980.52,0.00629311,0.00629311,18.66340689,980.52
374474413,2017-02-10,00:48:59,252,374474411,,Fill,BTCUSD,limit,buy,980.52,0.00629311,,980.52,0.00629311,0.00629311,0,980.52
374474601,2017-02-10,00:50:54,119,374474105,maker-or-cancel,Fill,BTCUSD,limit,sell,980.52,18.6697,,980.52,0.20346474,0.20975785,18.45994215,980.52
374474601,2017-02-10,00:50:54,119,374474599,,Fill,BTCUSD,market,buy,,,,980.52,0.20346474,0.20346474,0,980.52
374474730,2017-02-10,00:52:17,457,374474649,maker-or-cancel,Fill,BTCUSD,limit,sell,980.52,17.0964,,980.52,0.0352,0.0352,17.0612,980.52
374474730,2017-02-10,00:52:17,457,374474728,immediate-or-cancel,Fill,BTCUSD,limit,buy,980.52,0.0352,,980.52,0.0352,0.0352,0,980.52
374475150,2017-02-10,00:56:35,208,374474649,maker-or-cancel,Fill,BTCUSD,limit,sell,980.52,17.0964,,980.52,0.29332058,0.32852058,16.76787942,980.52
374475150,2017-02-10,00:56:35,208,374475148,,Fill,BTCUSD,limit,buy,990.33,0.29332058,,980.52,0.29332058,0.29332058,0,980.52
374475747,2017-02-10,00:58:17,173,374475583,maker-or-cancel,Fill,BTCUSD,limit,sell,980.51,16.3426,,980.51,0.3309,0.3309,16.0117,980.51
374475747,2017-02-10,00:58:17,173,374475745,immediate-or-cancel,Fill,BTCUSD,limit,buy,980.51,0.3309,,980.51,0.3309,0.3309,0,980.51
374476145,2017-02-10,00:59:53,163,374475771,maker-or-cancel,Fill,BTCUSD,limit,sell,980.51,22.5869,,980.51,0.01019877,0.01019877,22.57670123,980.51
374476145,2017-02-10,00:59:53,163,374476143,,Fill,BTCUSD,limit,buy,980.51,0.01019877,,980.51,0.01019877,0.01019877,0,980.51
374476165,2017-02-10,01:00:01,274,374475771,maker-or-cancel,Fill,BTCUSD,limit,sell,980.51,22.5869,,980.51,0.02,0.03019877,22.55670123,980.51
374476165,2017-02-10,01:00:01,274,374476163,,Fill,BTCUSD,limit,buy,1500.00,0.02,,980.51,0.02,0.02,0,980.51
374476558,2017-02-10,01:00:47,227,374475771,maker-or-cancel,Fill,BTCUSD,limit,sell,980.51,22.5869,,980.51,0.0352,0.06539877,22.52150123,980.51
374476558,2017-02-10,01:00:47,227,374476556,immediate-or-cancel,Fill,BTCUSD,limit,buy,980.51,0.0352,,980.51,0.0352,0.0352,0,980.51
374477385,2017-02-10,01:01:48,188,374475771,maker-or-cancel,Fill,BTCUSD,limit,sell,980.51,22.5869,,980.51,0.018354,0.08375277,22.50314723,980.51
374477385,2017-02-10,01:01:48,188,374477383,,Fill,BTCUSD,limit,buy,990.32,0.018354,,980.51,0.018354,0.018354,0,980.51
374477770,2017-02-10,01:03:09,437,374475771,maker-or-cancel,Fill,BTCUSD,limit,sell,980.51,22.5869,,980.51,0.00025433,0.0840071,22.5028929,980.51
374477770,2017-02-10,01:03:09,437,374477768,immediate-or-cancel,Fill,BTCUSD,limit,buy,980.51,0.00025433,,980.51,0.00025433,0.00025433,0,980.51
374477784,2017-02-10,01:03:47,224,374475771,maker-or-cancel,Fill,BTCUSD,limit,sell,980.51,22.5869,,980.51,0.0177,0.1017071,22.4851929,980.51
374477784,2017-02-10,01:03:47,224,374477782,immediate-or-cancel,Fill,BTCUSD,limit,buy,980.51,0.0177,,980.51,0.0177,0.0177,0,980.51
374478325,2017-02-10,01:04:56,121,374474508,,Fill,BTCUSD,limit,buy,980.50,0.01336715,,980.50,0.01336715,0.01336715,0,980.50
374478325,2017-02-10,01:04:56,121,374478323,,Fill,BTCUSD,limit,sell,980.50,0.34,,980.50,0.01336715,0.01336715,0.32663285,980.50
374478327,2017-02-10,01:04:56,121,374474778,,Fill,BTCUSD,limit,buy,980.50,0.01333722,,980.50,0.01333722,0.01333722,0,980.50
374478327,2017-02-10,01:04:56,121,374478323,,Fill,BTCUSD,limit,sell,980.50,0.34,,980.50,0.01333722,0.02670437,0.31329563,980.50
374478329,2017-02-10,01:04:56,121,374474976,,Fill,BTCUSD,limit,buy,980.50,0.0053351,,980.50,0.0053351,0.0053351,0,980.50
374478329,2017-02-10,01:04:56,121,374478323,,Fill,BTCUSD,limit,sell,980.50,0.34,,980.50,0.0053351,0.03203947,0.30796053,980.50
374478331,2017-02-10,01:04:56,121,374474987,,Fill,BTCUSD,limit,buy,980.50,0.01333804,,980.50,0.01333804,0.01333804,0,980.50
374478331,2017-02-10,01:04:56,121,374478323,,Fill,BTCUSD,limit,sell,980.50,0.34,,980.50,0.01333804,0.04537751,0.29462249,980.50
374478333,2017-02-10,01:04:56,121,374475804,,Fill,BTCUSD,limit,buy,980.50,0.00724516,,980.50,0.00724516,0.00724516,0,980.50
374478333,2017-02-10,01:04:56,121,374478323,,Fill,BTCUSD,limit,sell,980.50,0.34,,980.50,0.00724516,0.05262267,0.28737733,980.50
374478335,2017-02-10,01:04:56,121,374475816,,Fill,BTCUSD,limit,buy,980.50,0.01072208,,980.50,0.01072208,0.01072208,0,980.50
374478335,2017-02-10,01:04:56,121,374478323,,Fill,BTCUSD,limit,sell,980.50,0.34,,980.50,0.01072208,0.06334475,0.27665525,980.50
374478337,2017-02-10,01:04:56,121,374475825,,Fill,BTCUSD,limit,buy,980.50,0.04445907,,980.50,0.04445907,0.04445907,0,980.50
374478337,2017-02-10,01:04:56,121,374478323,,Fill,BTCUSD,limit,sell,980.50,0.34,,980.50,0.04445907,0.10780382,0.23219618,980.50
374478339,2017-02-10,01:04:56,121,374475831,,Fill,BTCUSD,limit,buy,980.50,0.01333814,,980.50,0.01333814,0.01333814,0,980.50
374478339,2017-02-10,01:04:56,121,374478323,,Fill,BTCUSD,limit,sell,980.50,0.34,,980.50,0.01333814,0.12114196,0.21885804,980.50
374478341,2017-02-10,01:04:56,121,374477347,,Fill,BTCUSD,limit,buy,980.50,0.03547721,,980.50,0.03547721,0.03547721,0,980.50
374478341,2017-02-10,01:04:56,121,374478323,,Fill,BTCUSD,limit,sell,980.50,0.34,,980.50,0.03547721,0.15661917,0.18338083,980.50
374478404,2017-02-10,01:06:17,142,374478356,maker-or-cancel,Fill,BTCUSD,limit,sell,980.49,31.5949,,980.49,0.493,0.493,31.1019,980.49
374478404,2017-02-10,01:06:17,142,374478402,immediate-or-cancel,Fill,BTCUSD,limit,buy,980.49,0.493,,980.49,0.493,0.493,0,980.49
374478448,2017-02-10,01:06:27,28,374453074,,Fill,BTCUSD,limit,buy,980.11,10,,980.11,0.424,1.424,8.576,980.11
374478448,2017-02-10,01:06:27,28,374478446,,Fill,BTCUSD,limit,sell,980.11,0.424,,980.11,0.424,0.424,0,980.11
374478657,2017-02-10,01:07:18,424,374453074,,Fill,BTCUSD,limit,buy,980.11,10,,980.11,0.41,1.834,8.166,980.11
374478657,2017-02-10,01:07:18,424,374478655,,Fill,BTCUSD,limit,sell,980.11,0.41,,980.11,0.41,0.41,0,980.11
374478728,2017-02-10,01:07:33,336,374478422,maker-or-cancel,Fill,BTCUSD,limit,sell,980.49,33.4224,,980.49,0.5130088,0.5130088,32.9093912,980.49
374478728,2017-02-10,01:07:33,336,374478726,,Fill,BTCUSD,limit,buy,980.49,0.5130088,,980.49,0.5130088,0.5130088,0,980.49
374478805,2017-02-10,01:07:46,711,374478777,maker-or-cancel,Fill,BTCUSD,limit,sell,980.49,46.6862,,980.49,0.0243,0.0243,46.6619,980.49
374478805,2017-02-10,01:07:46,711,374478803,immediate-or-cancel,Fill,BTCUSD,limit,buy,980.49,0.0243,,980.49,0.0243,0.0243,0,980.49
374478846,2017-02-10,01:07:51,871,374453074,,Fill,BTCUSD,limit,buy,980.11,10,,980.11,0.44,2.274,7.726,980.11
374478846,2017-02-10,01:07:51,871,374478844,,Fill,BTCUSD,limit,sell,980.11,0.44,,980.11,0.44,0.44,0,980.11
374478966,2017-02-10,01:08:18,210,374478777,maker-or-cancel,Fill,BTCUSD,limit,sell,980.49,46.6862,,980.49,0.03679412,0.06109412,46.62510588,980.49
374478966,2017-02-10,01:08:18,210,374478964,,Fill,BTCUSD,limit,buy,990.29,0.03679412,,980.49,0.03679412,0.03679412,0,980.49
374479163,2017-02-10,01:08:48,941,374453074,,Fill,BTCUSD,limit,buy,980.11,10,,980.11,0.39,2.664,7.336,980.11
374479163,2017-02-10,01:08:48,941,374479161,,Fill,BTCUSD,limit,sell,980.11,0.39,,980.11,0.39,0.39,0,980.11
374479301,2017-02-10,01:09:19,889,374479014,maker-or-cancel,Fill,BTCUSD,limit,sell,980.50,46.6668,,980.50,0.1017338,0.1017338,46.5650662,980.50
374479301,2017-02-10,01:09:19,889,374479299,,Fill,BTCUSD,limit,buy,980.50,0.1017338,,980.50,0.1017338,0.1017338,0,980.50
374479331,2017-02-10,01:09:23,141,374476523,maker-or-cancel,Fill,BTCUSD,limit,sell,980.51,10,,980.51,0.2543335188,0.2543335188,9.7456664812,980.51
374479331,2017-02-10,01:09:23,141,374479328,,Fill,BTCUSD,market,buy,,,,980.51,0.2543335188,0.2543335188,0,980.51
374479368,2017-02-10,01:09:28,338,374453074,,Fill,BTCUSD,limit,buy,980.11,10,,980.11,0.21,2.874,7.126,980.11
374479368,2017-02-10,01:09:28,338,374479366,,Fill,BTCUSD,limit,sell,980.11,0.21,,980.11,0.21,0.21,0,980.11
374479479,2017-02-10,01:10:21,939,374453074,,Fill,BTCUSD,limit,buy,980.11,10,,980.11,0.47,3.344,6.656,980.11
374479479,2017-02-10,01:10:21,939,374479477,,Fill,BTCUSD,limit,sell,980.11,0.47,,980.11,0.47,0.47,0,980.11
374479672,2017-02-10,01:11:16,929,374453074,,Fill,BTCUSD,limit,buy,980.11,10,,980.11,0.47,3.814,6.186,980.11
374479672,2017-02-10,01:11:16,929,374479670,,Fill,BTCUSD,limit,sell,980.11,0.47,,980.11,0.47,0.47,0,980.11
374480182,2017-02-10,01:13:42,393,374453074,,Fill,BTCUSD,limit,buy,980.11,10,,980.11,0.52471083,4.33871083,5.66128917,980.11
374480182,2017-02-10,01:13:42,393,374480180,,Fill,BTCUSD,limit,sell,980.11,0.52471083,,980.11,0.52471083,0.52471083,0,980.11
374480383,2017-02-10,01:14:33,547,374453074,,Fill,BTCUSD,limit,buy,980.11,10,,980.11,0.00980352,4.34851435,5.65148565,980.11
374480383,2017-02-10,01:14:33,547,374480381,,Fill,BTCUSD,market,sell,,0.00980352,,980.11,0.00980352,0.00980352,0,980.11
374480607,2017-02-10,01:15:00,67,374480177,maker-or-cancel,Fill,BTCUSD,limit,sell,980.12,10,,980.12,0.02,0.02,9.98,980.12
374480607,2017-02-10,01:15:00,67,374480605,,Fill,BTCUSD,limit,buy,1500.00,0.02,,980.12,0.02,0.02,0,980.12
374482265,2017-02-10,01:16:46,876,374480177,maker-or-cancel,Fill,BTCUSD,limit,sell,980.12,10,,980.12,0.0499,0.0699,9.9301,980.12
374482265,2017-02-10,01:16:46,876,374482263,immediate-or-cancel,Fill,BTCUSD,limit,buy,980.12,0.0499,,980.12,0.0499,0.0499,0,980.12
374485325,2017-02-10,01:19:19,526,374453074,,Fill,BTCUSD,limit,buy,980.11,10,,980.11,0.20346474,4.55197909,5.44802091,980.11
374485325,2017-02-10,01:19:19,526,374485321,,Fill,BTCUSD,market,sell,,0.20346474,,980.11,0.20346474,0.20346474,0,980.11
374486390,2017-02-10,01:20:16,730,374480177,maker-or-cancel,Fill,BTCUSD,limit,sell,980.12,10,,980.12,0.3551,0.425,9.575,980.12
374486390,2017-02-10,01:20:16,730,374486386,immediate-or-cancel,Fill,BTCUSD,limit,buy,980.12,0.3551,,980.12,0.3551,0.3551,0,980.12
374487420,2017-02-10,01:21:25,741,374480177,maker-or-cancel,Fill,BTCUSD,limit,sell,980.12,10,,980.12,0.52238501,0.94738501,9.05261499,980.12
374487420,2017-02-10,01:21:25,741,374487418,,Fill,BTCUSD,limit,buy,980.12,0.52238501,,980.12,0.52238501,0.52238501,0,980.12
374487743,2017-02-10,01:21:47,483,374480177,maker-or-cancel,Fill,BTCUSD,limit,sell,980.12,10,,980.12,1.0042,1.95158501,8.04841499,980.12
374487743,2017-02-10,01:21:47,483,374487741,immediate-or-cancel,Fill,BTCUSD,limit,buy,980.12,1.0042,,980.12,1.0042,1.0042,0,980.12
374488143,2017-02-10,01:22:47,89,374480177,maker-or-cancel,Fill,BTCUSD,limit,sell,980.12,10,,980.12,1.0519,3.00348501,6.99651499,980.12
374488143,2017-02-10,01:22:47,89,374488140,immediate-or-cancel,Fill,BTCUSD,limit,buy,980.12,1.0519,,980.12,1.0519,1.0519,0,980.12
