"Type","Buy","Cur.","Sell","Cur.","Exchange","Comment","Date"
"Trade","27.50247000","ETHUP","0.85500000","ETH","","","2021-01-18"
"Trade","9000.00000000","TRX","1080.00000000","PLN","bitbay","","2021-01-17"
"Trade","300.00000000","ONT","200.77000000","USD","Crypto.com","","2021-01-17"
"Spend","","","4.83392500","ATOM2","","","2021-01-17"
"Trade","524.20000000","1INCH","0.02778260","BTC","","","2021-01-17"
"Trade","3.60000000","BNB","9000.00000000","REEF","Binance","","2021-01-17"
"Deposit","547.95999000","XRP","","","Bitfinex","","2021-01-17"
"Trade","297.00000000","OMG","3988.70000000","PLN","bitbay","","2021-01-17"
"Trade","7.00000000","LTC","3765.99000000","PLN","bitbay","","2021-01-17"
"Trade","0.17286235","BSV","0.00000000","BSV","","","2021-01-16"
"Deposit","1.82297016","ETH","","","Metamask","Manual","2021-01-16"
"Spend","","","65.00000000","USDT","","","2021-01-15"
"Trade","256.59014100","XRP","50.00000000","EURO","bsdex","","2021-01-15"
"Withdrawal","","","0.00972828","BTC","MInd Capital","Manual","2021-01-15"
"Deposit","3.00184589","BTC","","","","","2021-01-15"
"Trade","0.33731700","ETH","300.00000000","GBP","","","2021-01-15"
"Deposit","0.00066800","BTC","","","","","2021-01-15"
"Income","0.00066800","BTC","","","","","2021-01-15"
"Income","0.02730000","ETH","","","","","2021-01-15"
"Trade","19450.40000000","RSR","755.77000000","USD","Metamask","","2021-01-15"
"Trade","4.16000000","DOT","50.00000000","USDT","","","2021-01-15"
"Staking","1120.00000000","YETI","","","","","2021-01-14"
"Deposit","755.77000000","USD","","","cex.io","","2021-01-14"
"Trade","60.59848480","UNI2","400.00000000","USD","Coinbase","Purchase from Huntington Bank","2021-01-14"
"Deposit","0.30518491","BTC","","","","","2021-01-14"
"Trade","150.00000000","EUR","0.00000000","0","Kraken","","2021-01-14"
"Deposit","150000.00000000","IDR","","","","","2021-01-13"
"Trade","11176.00000000","BTC","300.00000000","EUR","","","2021-01-11"
"Withdrawal","","","2205.75221200","XRP","Z BitBay","","2021-01-11"
"Deposit","2500.00000000","PLN","","","BitBay","","2021-01-11"
"Deposit","2.04000000","EUR","","","Bitpanda","","2021-01-11"
"Other Fee","","","5.82555074","ALGO","Binance","Fee for early redemption of POS Staking","2021-01-11"
"Trade","10.00000000","LTC","4860.00000000","PLN","bitbay","","2021-01-10"
"Deposit","780.00000000","USDT","","","Mahdokht Wallet","","2021-01-09"
"Withdrawal","","","0.03159218","BTC","Trezor","","2021-01-09"
"Deposit","20.00000000","PLN","","","","","2021-01-09"
"Deposit","700.00000000","GBP","","","Kraken","Einzahlung von EUR","2021-01-08"
"Trade","269.19900000","EUR","1066.50000000","XLM","Kraken","Kraken","2021-01-08"
"Trade","0.10776293","ETH","0.00000000","PLN","","","2021-01-07"
"Trade","0.95100000","ETH","0.10000000","EAS","","","2021-01-07"
"Deposit","0.00100000","BTC","","","","","2021-01-06"
"Trade","1937.06100000","USDT","100.00000000","NEO","BINANCE","","2021-01-06"
"Trade","16000.00000000","USD","1.00000000","BTC","","","2021-01-06"
"Trade","0.40386677","ETH","375.00000000","EUR","Bitstamp","Airbnb pre-deposit","2021-01-06"
"Mining","0.00123000","XMR","","","","","2021-01-05"
"Trade","0.22257500","BTC","22500.00000000","EUR","","","2021-01-04"
"Trade","213134.00000000","BTC","43242342.00000000","USD","","","2021-01-04"
"Trade","0.00000000","BTC","0.00000000","BRL","novadax","","2021-01-04"
"Income","0.00000000","ADA","","","novadax","","2021-01-03"
"Staking","1.75100000","DOT2","","","Crypto.com Exchange","","2021-01-01"
"Interest Income","97.49502109","XLM","","","Nexo","total sum for 2020, not daily","2020-12-31"
"Withdrawal","","","10500.00000000","USD","Tor","","2020-12-31"
"Deposit","0.00860000","BTC","","","Sina Wallet","","2020-12-31"
"Income","8423.69000000","USDT","","","MindCapital","Rendimientos 2020","2020-12-31"
"Income","144.00000000","USDT","","","MindCapital","Referidos MindCapital 2020","2020-12-31"
"Other Fee","","","0.00009736","BNB","Binance","","2020-12-31"
"Trade","0.06000000","AAVE","0.00016740","BTC","Binance","","2020-12-31"
"Other Fee","","","0.00009877","BNB","Binance","","2020-12-31"
"Trade","0.00016616","BTC","248.00000000","VET","Binance","","2020-12-31"
"Other Fee","","","0.00017448","BNB","Binance","","2020-12-31"
"Trade","0.00029785","BTC","115.00000000","ZIL","Binance","","2020-12-31"
"Other Fee","","","0.00016276","BNB","Binance","","2020-12-31"
"Trade","0.00027792","BTC","0.70000000","LINK","Binance","","2020-12-31"
"Other Fee","","","0.00023139","BNB","Binance","","2020-12-31"
"Trade","11.56161596","USDT","0.00040100","BTC","Binance","","2020-12-31"
"Other Fee","","","0.00015604","BNB","Binance","","2020-12-31"
"Gift/Tip","100.00000000","TWT","","","Binance","Airdrop","2020-12-31"
"Other Fee","","","0.00010010","BNB","Binance","","2020-12-29"
"Trade","248.00000000","VET","0.00018848","BTC","Binance","","2020-12-29"
"Other Fee","","","0.00015598","BNB","Binance","","2020-12-29"
"Other Fee","","","0.00015835","BNB","Binance","","2020-12-29"
"Trade","0.70000000","LINK","0.00029845","BTC","Binance","","2020-12-29"
"Other Fee","","","0.00016004","BNB","Binance","","2020-12-29"
"Other Fee","","","0.00070827","BNB","Binance","","2020-12-29"
"Trade","446.00000000","ZIL","0.00133354","BTC","Binance","","2020-12-29"
"Trade","6.00000000","UNI2","0.00080244","BTC","Binance","","2020-12-29"
"Other Fee","","","0.00319205","BNB","Binance","","2020-12-29"
"Trade","0.00601230","BTC","2.10000000","AAVE","Binance","","2020-12-29"
"Other Fee","","","0.00274014","BNB","Binance","","2020-12-29"
"Trade","138.59775600","USDT","1.80100000","AAVE","Binance","","2020-12-29"
"Other Fee","","","0.00115059","BNB","Binance","","2020-12-29"
"Trade","58.19791100","USDT","5.11900000","ZEN","Binance","","2020-12-29"
"Income","368.14000000","DOT","","","Kraken","","2020-12-29"
"Withdrawal","","","200.00000000","XRP","Crypto.com","XRP Deposit","2020-12-28"
"Deposit","200.00000000","XRP","","","Celsius","XRP Deposit","2020-12-28"
"Mining","0.09960301","XMR","","","Kraken","","2020-12-26"
"Mining","100.00000000","PAC2","","","","Wallet staking","2020-12-26"
"Withdrawal","","","1444.93476100","XRP","Z BitBay","","2020-12-26"
"Trade","2.00000000","XRP","5000.00000000","XRP","","","2020-12-25"
"Mining","8280.00000000","PAC2","","","","Masternode block reward","2020-12-25"
"Trade","17028.30000000","USDT","0.72100000","BTC","Kraken","Intercambio","2020-12-25"
"Deposit","800.00000000","PLN","","","BitBay","","2020-12-24"
"Mining","100.00000000","PAC2","","","","Wallet staking","2020-12-24"
"Mining","100.00000000","PAC2","","","","Wallet staking","2020-12-24"
"Trade","5461.00000000","USDT","0.23000000","BTC","Kraken","Intercambio","2020-12-24"
"Deposit","200.00000000","GRT","","","","","2020-12-23"
"Deposit","500.00000000","EUR","","","Bitpanda Pro","","2020-12-22"
"Income","1000.00000000","EUR","","","","","2020-12-22"
"Trade","3106.00000000","USD","1047.60000000","EOS","coinbasepro","manualinput","2020-12-21"
"Deposit","1200.00000000","PLN","","","BitBay","","2020-12-21"
"Deposit","103.27062600","SUSHI","","","binance.com","","2020-12-20"
"Trade","458.37000000","FIO","50.00000000","AUD","binance","","2020-12-19"
"Trade","42.93341700","XTZ","100.00000000","USD","","","2020-12-19"
"Trade","11448.30000000","USDT","0.49900000","BTC","Kraken","Intercambio","2020-12-19"
"Trade","11468.00000000","USDT","0.49900000","BTC","Kraken","Intercambio","2020-12-19"
"Trade","5771.40000000","USDT","0.24900000","BTC","Kraken","Intercambio","2020-12-18"
"Trade","5781.20000000","USDT","0.25000000","BTC","Kraken","Intercambio","2020-12-18"
"Trade","5000.00000000","POWR","250.00000000","EUR","","","2020-12-17"
"Deposit","0.03686766","ETH","","","Zerion","","2020-12-17"
"Withdrawal","","","0.34236050","ETH","Graviex","","2020-12-17"
"Trade","10000.00000000","MXN","0.02316891","BTC","","","2020-12-16"
"Trade","100.00000000","MXN","0.00023115","BTC","","","2020-12-16"
"Withdrawal","","","0.40029000","ETH","binance cristian","exodus","2020-12-16"
"Trade","678.85000000","USD","0.03000000","BTC","Binance","","2020-12-15"
"Deposit","1611.29000000","VXG","","","","","2020-12-14"
"Trade","1.50000000","ZIL","3.00000000","USD","Trust","","2020-12-14"
"Staking","0.12672400","XTZ","","","Ledger Live","Tezos 1","2020-12-14"
"Trade","0.01539000","WBTC","0.50000000","ETH","monolith","","2020-12-13"
"Deposit","316000.00000000","FLR","","","","","2020-12-13"
"Reward / Bonus","0.06667867","FIL","","","Coinbase","","2020-12-12"
"Reward / Bonus","0.06679157","FIL","","","Coinbase","","2020-12-12"
"Reward / Bonus","0.06676214","FIL","","","Coinbase","","2020-12-12"
"Trade","80.51535400","XRP","35.93000000","EUR","BISON","","2020-12-11"
"Staking","0.15402600","XTZ","","","Ledger Live","Tezos 1","2020-12-11"
"Deposit","1000.00000000","USD","","","Coinbase Pro","","2020-12-11"
"Deposit","5.00000000","ETH","","","Robinhood  - Liz","","2020-12-11"
"Withdrawal","","","777.54900000","XRP","Trezor Wallet","Transferred XRP to Binance US","2020-12-10"
"Deposit","48.00000000","XRP","","","","","2020-12-10"
"Trade","250.00000000","USDT","0.02300000","BTC","Quamfury","","2020-12-08"
"Deposit","100.00000000","BTC","","","","","2020-12-08"
"Withdrawal","","","0.03700000","ETH","0x167 Ethereumgold","","2020-12-08"
"Other Fee","","","0.01324064","DASH","Binance","Fee for early redemption of POS Staking","2020-12-08"
"Other Fee","","","30.14965248","TRX","Binance","Fee for early redemption POS Staking","2020-12-08"
"Trade","3483.40000000","ZIL","100.00000000","EUR","Binance","","2020-12-07"
"Trade","115.68178794","LINK","2100.00000000","AUD","Coinspot","","2020-12-07"
"Trade","1969.00000000","USDT","1771.00000000","CHF","Kraken","","2020-12-06"
"Trade","167000.00000000","THXC","1670000.00000000","TCH","","","2020-12-06"
"Staking","2100.00000000","MATIC","","","matic network","","2020-12-05"
"Deposit","0.24245558","LTC","","","","","2020-12-04"
"Deposit","114942.00000000","VET","","","SYNC App","","2020-12-04"
"Deposit","0.08933989","LTC","","","","","2020-12-04"
"Withdrawal","","","244.10000000","XRP","Abra","Moved XRP Off Abra and paid 1 XRP withdrawal fee","2020-12-03"
"Withdrawal","","","1000.00000000","USD","Coin base","1000 de coin","2020-12-03"
"Reward / Bonus","400.00000000","USDT","","","Binance","","2020-12-03"
"Deposit","6.59000000","ETH","","","","","2020-12-02"
"Deposit","162.07000000","NXS","","","Bittrex","","2020-12-01"
"Deposit","5000000.00000000","XRP","","","","","2020-12-01"
"Deposit","3.92000000","LN","","","","","2020-12-01"
"Withdrawal","","","150.00000000","EUR","bank","","2020-12-01"
"Trade","4500.00000000","GUSD","4500.00000000","USD","Gemini","(API did not process this trade)","2020-12-01"
"Trade","1.17931100","ETH","11000.00000000","ZAR","","","2020-11-30"
"Withdrawal","","","520.00000000","USDT","MindCapital","traspaso saldo a exchange","2020-11-30"
"Trade","0.67155850","ETH","427.36000000","EUR","","","2020-11-26"
"Withdrawal","","","49.08540000","BTG","Gate.io","","2020-11-24"
"Trade","1138.20000000","ROSE","52.98321000","USDT","","","2020-11-24"
"Withdrawal","","","0.10320376","ETH","0xac64","ETH transfer 0x167","2020-11-23"
"Deposit","0.10000000","ETH","","","0x167 Ethereumgold","ETH from 0xac64","2020-11-23"
"Deposit","0.04700000","ETH","","","binance cristian","exodus","2020-11-22"
"Withdrawal","","","0.04831250","ETH","exodus","binance cristian","2020-11-22"
"Deposit","0.15000000","ETH","","","binance cristian","exodus","2020-11-22"
"Withdrawal","","","0.15131250","ETH","exodus","binance cristian","2020-11-22"
"Deposit","0.06020529","LTC","","","","","2020-11-21"
"Trade","300.00000000","EUR","0.00000000","EUR","","","2020-11-21"
"Withdrawal","","","186.78000000","ONT","Voyager","","2020-11-21"
"Deposit","7146.79158200","USDT","","","Wallet","","2020-11-20"
"Other Fee","","","0.01008400","XTZ","Ledger Live","Change Delgeation","2020-11-20"
"Trade","37418446.00000000","INNBC","8.98042704","USDT","BigOne","","2020-11-17"
"Trade","43254151.00000000","INNBC","9.94845473","USDT","BigOne","","2020-11-17"
"Deposit","0.55413900","ETH","","","binance cristian","exodus","2020-11-16"
"Withdrawal","","","0.55532025","ETH","exodus","binance cristian","2020-11-16"
"Gift","","","0.00550000","BTC","Kraken","Sent to Mom","2020-11-16"
"Spend","","","10055.00000000","NCASH","Binance","Sold NCASH","2020-11-15"
"Trade","1826.14727700","MASQ","73045.89107755","SUB","MEW","400:1 swap","2020-11-13"
"Withdrawal","","","2000.00000000","ZIL","Gate.io","","2020-11-07"
"Trade","2117.27083000","XRP","8249.00000000","XRP","","manuell","2020-11-06"
"Trade","0.06724368","BTC","1045.50000000","USDT","MindCapital Exchange","Compra BTC","2020-11-06"
"Withdrawal","","","0.06707178","BTC","MindCapital Exchange","Traspaso a Crypto","2020-11-06"
"Withdrawal","","","1080.00000000","USDT","MindCapital","reembolso compra","2020-11-06"
"Trade","126.92270000","WHALE","600.42184900","USDT","Uniswap","MetaMask A10 B only (händisch eingetragen)","2020-11-06"
"Trade","0.15672534","BTC","0.00000000","EUR","","","2020-11-05"
"Deposit","83168.00000000","CRO","","","Crypto.com","CRO Anzahl und Wert gemittelt über alle Käufe von August bis Heute aus meiner Excel","2020-11-04"
"Trade","12458.00000000","ONE","26.47325000","USDT","BigOne","","2020-11-02"
"Trade","36834523.00000000","INNBC","7.36690460","USDT","BigOne","","2020-11-02"
"Trade","30000000.00000000","INNBC","3.00000000","USDT","BigOne","","2020-11-02"
"Trade","30000000.00000000","INNBC","3.00000000","USDT","BigOne","","2020-11-02"
"Trade","55000000.00000000","INNBC","8.80000000","USDT","BigOne","","2020-11-02"
"Trade","55000000.00000000","INNBC","8.80000000","USDT","BigOne","","2020-11-02"
"Trade","2.00000000","XRP","2.00000000","BTC","","","2020-11-01"
"Deposit","0.10693400","LTC","","","","","2020-10-31"
"Deposit","10000.00000000","USD","","","Coinbase Pro","","2020-10-31"
"Withdrawal","","","0.02539000","ETH","0x5098","Splinterlands","2020-10-27"
"Withdrawal","","","0.05000000","ETH","0xf97d","ETH transfer 0x5098","2020-10-26"
"Deposit","1.50000000","ETH","","","Piglet","from Exodus","2020-10-25"
"Withdrawal","","","4657.50000000","STMX","Voyager","","2020-10-23"
"Trade","33184.92000000","PREGRT","2.62000000","ETH","TheGraph: Crowdsale","MetaMask A10 B only (händisch eingetragen)","2020-10-23"
"Trade","6533.30000000","USDT","0.49800000","BTC","Kraken","Intercambio","2020-10-22"
"Trade","589.42000000","USDT","1.41000000","ETH","Kraken","Intercambio","2020-10-22"
"Trade","23.06000000","USDT","0.05800000","ETH","Kraken","Intercambio","2020-10-21"
"Margin Loss","","","1.86013982","BTC","Phemex","","2020-10-20"
"Trade","6908002.00000000","INNBC","27.63200800","USDT","BigOne","","2020-10-19"
"Trade","1033002.00000000","INNBC","4.13200800","USDT","BigOne","","2020-10-19"
"Staking","0.36915800","TRX","","","Ledger","","2020-10-17"
"Staking","14.79465800","TRX","","","","","2020-10-10"
"Withdrawal","","","0.20078000","BTC","Kraken","","2020-10-02"
"Other Fee","","","0.00050000","BTC","Kraken","","2020-10-02"
"Withdrawal","","","1.94619364","ETH","TRUSTWALLET","transfert 1,94619364 ETH de Coinsquare vers TRUSTWALLET 9894 DCASH","2020-10-01"
"Trade","0.45376331","ETH","0.01513768","BTC","","","2020-09-27"
"Withdrawal","","","0.56950000","BTC","Kraken","","2020-09-24"
"Other Fee","","","0.00050000","BTC","Kraken","","2020-09-24"
"Withdrawal","","","3192.64586521","LOAD","ETH Transaction","to LOAD Network","2020-09-23"
"Withdrawal","","","3.00225750","ETH","Exodus","to Metamask","2020-09-23"
"Trade","115.00000000","LOAD","0.36586074","ETH","LOAD Network","Minted 115 LOAD","2020-09-19"
"Trade","115.00000000","LOAD","0.36586074","ETH","LOAD Network","Minted 115 LOAD","2020-09-19"
"Deposit","0.36586074","ETH","","","LOAD Network","to mint 115 LOAD","2020-09-19"
"Withdrawal","","","0.39612375","ETH","Exodus","to Metamask","2020-09-19"
"Trade","150.00000000","PPT","6.16000000","AUD","","","2020-09-18"
"Deposit","0.36586074","ETH","","","LOAD Network","to mint 115 LOAD","2020-09-14"
"Trade","182319.69000000","USDT","29219.26000000","SNX","","","2020-09-12"
"Trade","1815.03400000","USDC","1814.92570000","USDT","exodus","","2020-09-12"
"Deposit","2.50000000","ETH","","","KuCoin","","2020-09-06"
"Withdrawal","","","576.97289400","XLM","KuCoin","?","2020-09-03"
"Deposit","4123.00000000","XLM","","","KuCoin","from Coinbase","2020-09-03"
"Withdrawal","","","4123.00000000","XLM","Coinbase","to Kucoin","2020-09-03"
"Deposit","4123.00000000","XLM","","","Coinbase","from Coinbase Pro","2020-09-03"
"Withdrawal","","","4123.00000000","XLM","Coinbase Pro","to Coinbase","2020-09-03"
"Withdrawal","","","0.25822000","BTC","Kraken","","2020-09-03"
"Other Fee","","","0.00050000","BTC","Kraken","","2020-09-03"
"Withdrawal","","","3.60109593","ETH","CoinSmart","to Exodus","2020-08-31"
"Deposit","2672.11086200","TRX","","","","","2020-08-25"
"Deposit","9554.31000000","SNT","","","kucoin","","2020-08-20"
"Reward / Bonus","115.22000000","BAT","","","Crypto.com Exchange","","2020-08-20"
"Withdrawal","","","0.06344000","BTC","Kraken","to Exodus","2020-08-18"
"Deposit","6675.00000000","VTHO","","","atomic wallet","","2020-08-17"
"Trade","88.00000000","EWT","2.67597109","ETH","Metamask","SWAP Trade","2020-08-07"
"Withdrawal","","","0.72022000","BTC","Kraken","","2020-08-05"
"Other Fee","","","0.00050000","BTC","Kraken","","2020-08-05"
"Withdrawal","","","2295397.99800400","XCASH","Graviex","","2020-07-29"
"Trade","200000.00000000","XCASH","0.01720000","ETH","Graviex","","2020-07-23"
"Trade","60708.93170000","XCASH","0.00540309","ETH","Graviex","","2020-07-23"
"Trade","1939291.06830000","XCASH","0.17259691","ETH","Graviex","","2020-07-23"
"Withdrawal","","","598798.00199600","XCASH","Graviex","","2020-07-21"
"Trade","0.00200000","XCASH","0.00000000","ETH","Graviex","","2020-07-20"
"Trade","200000.00000000","XCASH","0.01820000","ETH","Graviex","","2020-07-20"
"Trade","52303.73300000","XCASH","0.00517807","ETH","Graviex","","2020-07-18"
"Trade","100000.00000000","XCASH","0.01000000","ETH","Graviex","","2020-07-18"
"Trade","0.02840000","XCASH","0.00000000","ETH","Graviex","","2020-07-16"
"Trade","100000.00000000","XCASH","0.01000000","ETH","Graviex","","2020-07-16"
"Trade","100000.00000000","XCASH","0.01100000","ETH","Graviex","","2020-07-16"
"Withdrawal","","","2816654.59760000","XCASH","Graviex","","2020-07-13"
"Trade","200000.00000000","XCASH","0.02620000","ETH","Graviex","","2020-07-13"
"Trade","1115141.48570000","XCASH","0.16838636","ETH","Graviex","","2020-07-13"
"Trade","0.21430000","XCASH","0.00000003","ETH","Graviex","","2020-07-13"
"Trade","199999.78570000","XCASH","0.02999997","ETH","Graviex","","2020-07-13"
"Trade","0.21430000","XCASH","0.00000003","ETH","Graviex","","2020-07-13"
"Trade","87098.30270000","XCASH","0.01062599","ETH","Graviex","","2020-07-13"
"Trade","58632.65240000","XCASH","0.00715318","ETH","Graviex","","2020-07-13"
"Trade","39055.80360000","XCASH","0.00476481","ETH","Graviex","","2020-07-13"
"Trade","0.00790000","XCASH","0.00000000","ETH","Graviex","","2020-07-13"
"Trade","0.48570000","XCASH","0.00000006","ETH","Graviex","","2020-07-13"
"Trade","0.24770000","XCASH","0.00000003","ETH","Graviex","","2020-07-13"
"Trade","31431.00000000","XCASH","0.00361457","ETH","Graviex","","2020-07-13"
"Trade","0.01950000","XCASH","0.00000000","ETH","Graviex","","2020-07-13"
"Trade","31494.23630000","XCASH","0.00374781","ETH","Graviex","","2020-07-13"
"Trade","0.01160000","XCASH","0.00000000","ETH","Graviex","","2020-07-13"
"Trade","0.75210000","XCASH","0.00000009","ETH","Graviex","","2020-07-13"
"Trade","60149.24780000","XCASH","0.00709761","ETH","Graviex","","2020-07-13"
"Trade","0.75220000","XCASH","0.00000009","ETH","Graviex","","2020-07-13"
"Trade","121558.51080000","XCASH","0.01422235","ETH","Graviex","","2020-07-13"
"Trade","100000.00000000","XCASH","0.01170000","ETH","Graviex","","2020-07-13"
"Trade","0.48920000","XCASH","0.00000006","ETH","Graviex","","2020-07-13"
"Trade","97346.00000000","XCASH","0.01129214","ETH","Graviex","","2020-07-13"
"Trade","129.61460000","XCASH","0.00001491","ETH","Graviex","","2020-07-13"
"Trade","50000.00000000","XCASH","0.00575000","ETH","Graviex","","2020-07-13"
"Trade","0.36590000","XCASH","0.00000004","ETH","Graviex","","2020-07-13"
"Trade","4692.37430000","XCASH","0.00053493","ETH","Graviex","","2020-07-13"
"Trade","196328.87020000","XCASH","0.02198883","ETH","Graviex","","2020-07-13"
"Trade","0.12980000","XCASH","0.00000001","ETH","Graviex","","2020-07-13"
"Trade","29239.00000000","XCASH","0.00324553","ETH","Graviex","","2020-07-13"
"Trade","25000.00000000","XCASH","0.00277500","ETH","Graviex","","2020-07-13"
"Trade","75000.00000000","XCASH","0.00832500","ETH","Graviex","","2020-07-13"
"Spend","","","0.00000002","ETH","Domain claim","worldleadership","2020-07-11"
"Deposit","0.99700000","ETH","","","Graviex","","2020-07-10"
"Withdrawal","","","0.99450939","ETH","","","2020-07-03"
"Withdrawal","","","0.99450939","ETH","Graviex","","2020-07-03"
"Withdrawal","","","548789.58237700","NPXS","","","2020-07-03"
"Withdrawal","","","548789.58237700","NPXS","Graviex","","2020-07-03"
"Trade","209225.00000000","NPXS","0.18830250","ETH","Graviex","","2020-07-02"
"Trade","340764.56150000","NPXS","0.30668811","ETH","Graviex","","2020-07-02"
"Income","0.01247844","BTC","","","Crypto.com Exchange","","2020-07-01"
"Withdrawal","","","29.99900000","LTC","Trezor","","2020-06-30"
"Withdrawal","","","24949000.00000000","DCN","Graviex","","2020-06-24"
"Trade","25000000.00000000","DCN","0.50000000","ETH","Graviex","","2020-06-23"
"Deposit","1.99500000","ETH","","","Graviex","","2020-06-23"
"Gift/Tip","0.01129000","BCH","","","","","2020-06-17"
"Withdrawal","","","600.00000000","USDT","NEXO","NXTDittGBel3S","2020-06-08"
"Deposit","50.00000000","EUR","","","BisonApp","Einzahlung Euro","2020-06-02"
"Staking","158.00000000","ICX","","","Crypto.com Exchange","","2020-05-27"
"Income","0.00073990","BTC","","","Crypto.com Exchange","","2020-05-13"
"Income","0.00006235","BTC","","","Crypto.com Exchange","","2020-05-13"
"Deposit","504.02116800","USDT","","","","To BitMax","2020-05-12"
"Deposit","1707.99000000","XLM","","","Wallet","","2020-04-27"
"Deposit","1238.00000000","EUR","","","Kraken","banco","2020-04-27"
"Withdrawal","","","7.23225200","ETH","exodus","kuailian","2020-04-20"
"Deposit","400.00000000","BTC","","","","","2020-04-01"
"Trade","2142.35500000","MIOTA","2.15480208","ETH","Binance","","2020-03-24"
"Withdrawal","","","2142.35500000","MIOTA","Binance","Wallet","2020-03-24"
"Withdrawal","","","0.59255216","BTC","Wallet","","2020-03-22"
"Trade","0.00330043","BTC","99.99000000","PLN","BitBay","","2020-03-11"
"Withdrawal","","","0.00578619","BTC","Graviex","","2020-03-10"
"Other Fee","","","0.00663500","XTZ","Ledger Live","Start delegation PayTezos","2020-02-28"
"Other Fee","","","0.00663500","XTZ","Ledger Live","MyTezos","2020-02-28"
"Deposit","0.00618619","BTC","","","Graviex","","2020-02-27"
"Deposit","1.00000000","ETH","","","","","2020-02-14"
"Deposit","1.00000000","EUR","","","Coinbase","Ingreso caixa rural","2020-02-14"
"Trade","0.10000000","BTC","0.00000000","BTC","ABC","","2020-02-12"
"Withdrawal","","","1711.64031127","PAX","Bittrex","Retrait Bittrex","2020-02-05"
"Deposit","50.00000000","EUR","","","BisonApp","Einzahlung Euro","2020-02-04"
"Spend","","","5000.00000000","NCASH","Binance","Sold NCASH","2020-02-02"
"Withdrawal","","","1970.20000000","USD","Coinbase","","2020-02-01"
"Trade","2005.99200000","MIOTA","2.59830126","ETH","Binance","","2020-01-04"
"Withdrawal","","","2005.99200000","IOTA","Binance","Wallet","2020-01-04"
"Trade","2005.49200000","MIOTA","2.59765362","ETH","Binance","","2020-01-04"
"Withdrawal","","","2005.49200000","MIOTA","Binance","Wallet","2020-01-04"
"Trade","100.00000000","LEND","0.00023836","BTC","Binance US","","2020-01-03"
"Deposit","7773.00000000","USD","","","Rev","Ajustement USD","2020-01-01"
"Trade","0.00016673","BTC","1.50000000","LUN","Binance US","","2019-12-31"
"Other Income","0.79480277","USDT","","","Binance-1","","2019-12-31"
"Income (non taxable)","3.46845157","USDT","","","Binance-1","","2019-12-27"
"Income (non taxable)","1.57844544","USDT","","","Binance-1","","2019-12-27"
"Income (non taxable)","0.17412277","USDT","","","Binance-1","","2019-12-26"
"Income (non taxable)","0.00034056","USDT","","","Binance-1","","2019-12-20"
"Income (non taxable)","0.59023779","USDT","","","Binance-1","","2019-12-18"
"Income (non taxable)","0.52851782","USDT","","","Binance-1","","2019-12-17"
"Income (non taxable)","0.05817874","USDT","","","Binance-1","","2019-12-17"
"Deposit","333161.00000000","USD","","","coinbase","","2019-12-17"
"Deposit","0.00000000","ALGO","","","coinbase","","2019-12-17"
"Income (non taxable)","0.38097703","USDT","","","Binance-1","","2019-12-16"
"Income (non taxable)","0.14375182","USDT","","","Binance-1","","2019-12-15"
"Income (non taxable)","0.07076800","USDT","","","Binance-1","","2019-12-14"
"Withdrawal","","","1477.65000000","USD","Coinbase","","2019-12-09"
"Withdrawal","","","1.99000000","ETH","Binance","bought on Binance, BTC 0.0438978, fees in BNB 0.01682973","2019-10-07"
"Trade","311513.17500000","VET","5.94990164","ETH","Binance","","2019-10-03"
"Withdrawal","","","311513.17500000","VET","Binance","Wallet","2019-10-03"
"Trade","3943.05300000","ADA","1.41949908","ETH","Binance","","2019-10-03"
"Withdrawal","","","3943.05300000","ADA","Binance","Wallet","2019-10-03"
"Trade","1973.02500000","MIOTA","3.15455129","ETH","Binance","","2019-10-03"
"Withdrawal","","","1973.02500000","MIOTA","Binance","Wallet","2019-10-03"
"Trade","311513.17500000","VET","5.94990164","ETH","Binance","","2019-10-03"
"Withdrawal","","","311513.17500000","VET","Binance","Wallet","2019-10-03"
"Trade","3943.05300000","ADA","0.89755715","ETH","Binance","","2019-10-03"
"Withdrawal","","","848.99128246","XRP","Bitbuy","855.4068337 XRP, less 6.41555125 = 848.99128246, 0.02 ledger fee","2019-10-02"
"Trade","848.99128246","XRP","300.00000000","CAD","Bitbuy","held on BB / $300, gross 855.40683371,","2019-10-01"
"Withdrawal","","","11450.53800000","ADA","Binance","Wallet","2019-08-03"
"Trade","1998.00000000","VET","0.04215780","ETH","Binance","","2019-08-03"
"Withdrawal","","","1998.00000000","ADA","Binance","Wallet","2019-08-03"
"Trade","11450.53800000","ADA","3.12834426","ETH","Binance","","2019-08-03"
"Withdrawal","","","11450.53800000","ADA","Binance","Wallet","2019-08-03"
"Trade","1998.00000000","VET","0.04837158","ETH","Binance","","2019-08-03"
"Withdrawal","","","1998.00000000","VET","Binance","Wallet","2019-08-03"
"Trade","7308.68400000","ADA","1.81255363","ETH","Binance","","2019-07-13"
"Withdrawal","","","7308.68400000","ADA","Binance","Wallet","2019-07-13"
"Trade","99398.50200000","VET","2.40047382","ETH","Binance","","2019-07-13"
"Withdrawal","","","99398.50200000","VET","Binance","Wallet","2019-07-13"
"Trade","3182.81400000","MIOTA","4.07307890","ETH","Binance","","2019-07-13"
"Withdrawal","","","3182.81400000","MIOTA","Binance","","2019-07-13"
"Deposit","1000.00000000","EUR","","","Kraken","","2019-05-27"
